Carimbo de data/hora;Gênero? ;Idade?;Estado Civil?;Quantos filhos possui?;Qual é o seu grau de escolaridade ?;Qual sua graduação?;Há quanto tempo você é militar?;Na área de qual Distrito Naval você servia antes do curso?;Quantas pessoas residem com você?;Quantas pessoas residem com você contribuem para o orçamento familiar?;Quantas pessoas não residem na mesma casa contribuem para o orçamento?;Até que parcela do orçamento essas pessoas que não residem contribuem?;Você contribui financeiramente com outra pessoa que não mora com você?;Até que parcela do orçamento você contribui  com pessoas que não residem na mesma casa que você?;Quantos cartões de crédito você possui?;Quantas contas bancárias você mantém?;Você investe/poupa parte do seu salário?;Que parte dessa quantia poupada fica em caderneta de poupança?;Por qual motivo você poupa parte do seu salário?;Você tem o hábito de anotar seus gastos?;Você conhece ferramentas que auxiliam no planejamento financeiro pessoal?;Quantas vezes você já deixou de pagar o valor total do cartão de crédito ou utilizou o cheque especial?;Você já pegou algum empréstimo em instituição financeira?;Você tem algum tipo de dívida (empréstimos, financiamentos, rotativo do cartão)?;Qual parte do seu orçamento está comprometido com dívidas acima de 12 meses?;Durante a Infância/adolescência alguém conversou com você sobre poupança, investimentos e demais assuntos ligados às finanças pessoais?;De quantas palestras sobre educação financeira ministradas pela Marinha você já participou?;Onde você adquiriu a maior parte dos seus conhecimentos para gerir o seu dinheiro?;Como você classificaria sua segurança em relação aos seus conhecimentos?
11/4/2018 23:06:14;Masculino;De 21 a 25 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;5;2;0;0;;1;10%;0;2;0%;0%;;Raramente e não analiso os grupos;Conheço mas não utilizo;3;Pagar uma dívida;Acima de 24 meses com prestação em dia.;Mais de 30%;Não;0;Da minha experiência prática;Satisfatório
11/4/2018 23:07:30;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Incompleto;Marinheiro;Entre 2 e 5 anos;1;3;2;0;;0;;3;2;0%;0%;;Diariamente  e analiso para planejar-me;Conheço mas não utilizo;4 ou mais;Nunca;Abaixo de 24 meses com prestação em dia;10%;Não;0;Da minha experiência prática;Inseguro
11/4/2018 23:09:06;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;2;1;1;10%;1;20%;1;1;0%;0%;;Raramente e não analiso os grupos;Sim. Já utilizei por algum tempo;4 ou mais;Nunca;Acima de 24 meses com dificuldade em liquidar;10%;Não;2;Da minha experiência prática;Inseguro
11/4/2018 23:09:59;Masculino;De 21 a 25 anos;Casado (a)/União Estável;0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;1;1;0;;0;;2;2;20%;20%;Para certas emergências;Não registro;Não;0;Nunca;Não tenho dívidas pessoais;0%;Sim;1;Em casa com a família;Satisfatório
11/4/2018 23:11:10;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Incompleto;Marinheiro;Entre 2 e 5 anos;3;4 ou mais;0;0;;4 ou mais;;1;1;0%;0%;;Diariamente  e analiso para planejar-me;Utilizo e são muito úteis para a minha vida;4 ou mais;Outro;Abaixo de 24 meses com dificuldade em liquidar;0%;Não;0;Em conversa com amigos, Na internet, Da minha experiência prática;Satisfatório
11/4/2018 23:12:18;Masculino;De 21 a 25 anos;Casado (a)/União Estável;0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;2;3;2;0;;1;;1;1;0%;0%;;Não registro;Não;4 ou mais;Nunca;Abaixo de 24 meses com prestação em dia;0%;Sim;1;Em casa com a família;Moderada
11/4/2018 23:14:07;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Incompleto;Marinheiro;Entre 2 e 5 anos;5;4 ou mais;4 ou mais;0;;1;25%;1;1;0%;0%;;Raramente e não analiso os grupos;Conheço mas não utilizo;4 ou mais;Comprar carro/moto;Acima de 24 meses com prestação em dia.;30%;Não;4 ou mais;Na internet;Moderada
11/4/2018 23:16:54;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;4 ou mais;1;0;;0;;3;1;0%;0%;Comprar minha casa;Não registro;Conheço mas não utilizo;0;Comprar carro/moto;Acima de 24 meses com dificuldade em liquidar;Mais de 30%;Sim;2;Em casa com a família, Em conversa com amigos, Em palestras ministradas na Marinha;Moderada
11/4/2018 23:18:20;Masculino;De 21 a 25 anos;Casado (a)/União Estável;0;Ensino Superior Incompleto;Marinheiro;Entre 5 e 8 anos;1;3;2;0;;1;15%;3;1;10%;10%;Para certas emergências, Para realizar viagens;Diariamente  e analiso para planejar-me;Utilizo e são muito úteis para a minha vida;4 ou mais;Construir/ comprar a casa própria;Acima de 24 meses com prestação em dia.;Mais de 30%;Não;0;Em aulas na universidade, Na internet;Moderada
11/4/2018 23:19:39;Masculino;De 21 a 25 anos;Casado (a)/União Estável;2;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;2;0;0;;0;;0;3;0%;0%;;Raramente e não analiso os grupos;Não;4 ou mais;Pagar uma dívida;Abaixo de 24 meses com dificuldade em liquidar;Mais de 30%;Sim;2;Na internet;Inseguro
11/4/2018 23:21:28;Masculino;De 21 a 25 anos;Casado (a)/União Estável;0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;1;1;1;5%;1;20%;0;1;20%;20%;Para certas emergências;Raramente e não analiso os grupos;Conheço mas não utilizo;0;Nunca;Não tenho dívidas pessoais;0%;Não;1;Em casa com a família;Moderada
11/4/2018 23:22:27;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;4 ou mais;1;0;;0;;0;2;0%;0%;;Diariamente  e analiso para planejar-me;Conheço mas não utilizo;4 ou mais;Comprar carro/moto;Acima de 24 meses com dificuldade em liquidar;Mais de 30%;Não;4 ou mais;Em conversa com amigos;Moderada
11/4/2018 23:27:11;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;1;1;1;30%;1;30%;3;1;0%;0%;;Raramente e não analiso os grupos;Conheço mas não utilizo;3;Pagar uma dívida;Acima de 24 meses com dificuldade em liquidar;Mais de 30%;Sim;2;Em conversa com amigos;Moderada
11/4/2018 23:28:42;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Incompleto;Marinheiro;Entre 2 e 5 anos;1;1;1;0;;0;;1;1;0%;0%;;Raramente e não analiso os grupos;Não;4 ou mais;Nunca;Não tenho dívidas pessoais;0%;Sim;1;Em casa com a família, Em conversa com amigos, Da minha experiência prática, Em palestras ministradas na Marinha;Inseguro
11/4/2018 23:29:59;Masculino;De 21 a 25 anos;Casado (a)/União Estável;0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;3;3;2;0;;1;10%;2;1;0%;0%;;Não registro;Conheço mas não utilizo;4 ou mais;Pagar uma dívida;Acima de 24 meses com prestação em dia.;30%;Sim;2;Em casa com a família;Excelente
11/4/2018 23:31:18;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;2;2;0;;0;;1;1;10%;10%;Comprar minha casa;Não registro;Não;4 ou mais;Nunca;Não tenho dívidas pessoais;0%;Sim;1;Em casa com a família;Moderada
11/4/2018 23:32:41;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Incompleto;Marinheiro;Entre 2 e 5 anos;1;4 ou mais;1;0;;0;;1;1;Mais de 30%;30%;Comprar minha casa, Comprar carro/moto, Para certas emergências, Para realizar viagens, Outros fins;Diariamente  e analiso para planejar-me;Não;0;Nunca;Abaixo de 24 meses com prestação em dia;0%;Sim;0;Em casa com a família;Inseguro
11/4/2018 23:34:36;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;4 ou mais;0;0;;1;50%;1;2;0%;0%;Comprar minha casa;Diariamente  e analiso para planejar-me;Conheço mas não utilizo;4 ou mais;Nunca;Acima de 24 meses com prestação em dia.;Mais de 30%;Sim;1;Em casa com a família;Inseguro
11/4/2018 23:35:47;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;2;2;0;;0;;0;1;20%;Mais de 30%;Comprar minha casa;Não registro;Conheço mas não utilizo;0;Nunca;Não tenho dívidas pessoais;0%;Sim;2;Na internet;Satisfatório
11/4/2018 23:36:57;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Incompleto;Marinheiro;Entre 2 e 5 anos;2;4 ou mais;1;0;;0;;1;1;10%;0%;Para certas emergências;Raramente e não analiso os grupos;Conheço mas não utilizo;3;Nunca;Não tenho dívidas pessoais;0%;Não;0;Em revistas, livros, TV e rádio, Na internet;Moderada
11/4/2018 23:37:50;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Incompleto;Marinheiro;Entre 2 e 5 anos;9;3;3;0;;0;;1;2;0%;0%;;Raramente e não analiso os grupos;Não;0;Comprar carro/moto;Acima de 24 meses com prestação em dia.;10%;Sim;0;Em casa com a família;Inseguro
11/4/2018 23:39:15;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Incompleto;Marinheiro;Entre 2 e 5 anos;9;3;3;1;20%;2;20%;2;2;20%;10%;Comprar minha casa;Diariamente  e analiso para planejar-me;Conheço mas não utilizo;0;Nunca;Abaixo de 24 meses com prestação em dia;0%;Sim;1;Em aulas na universidade, Em revistas, livros, TV e rádio;Moderada
11/4/2018 23:41:57;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Incompleto;Marinheiro;Entre 2 e 5 anos;1;1;1;0;;0;;2;2;20%;0%;Para certas emergências, Para realizar viagens;Não registro;Não;4 ou mais;Outro;Acima de 24 meses com prestação em dia.;20%;Não;1;Em casa com a família;Moderada
11/4/2018 23:43:12;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;1;0;0;;1;40%;1;1;0%;0%;;Raramente e não analiso os grupos;Conheço mas não utilizo;4 ou mais;Comprar carro/moto;Acima de 24 meses com prestação em dia.;Mais de 30%;Não;4 ou mais;Em conversa com amigos;Inseguro
11/4/2018 23:44:25;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;3;3;0;;0;;1;1;0%;0%;;Raramente e não analiso os grupos;Não;0;Nunca;Não tenho dívidas pessoais;0%;Sim;2;Em casa com a família;Moderada
11/4/2018 23:47:04;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;3;4 ou mais;0;0;;2;10%;1;1;10%;10%;Comprar minha casa;Não registro;Conheço mas não utilizo;1;Nunca;Não tenho dívidas pessoais;0%;Sim;4 ou mais;Em casa com a família;Moderada
11/4/2018 23:48:10;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;4 ou mais;3;0;;0;;0;3;0%;0%;;Raramente e não analiso os grupos;Não;2;Construir/ comprar a casa própria;Acima de 24 meses com dificuldade em liquidar;Mais de 30%;Sim;4 ou mais;Em casa com a família, Da minha experiência prática;Inseguro
11/4/2018 23:49:38;Masculino;De 21 a 25 anos;Casado (a)/União Estável;0;Ensino Superior Incompleto;Marinheiro;Entre 2 e 5 anos;9;3;3;0;;4 ou mais;25%;2;1;0%;0%;;Raramente e não analiso os grupos;Não;4 ou mais;Comprar carro/moto;Abaixo de 24 meses com prestação em dia;0%;Sim;0;Da minha experiência prática;Moderada
11/4/2018 23:52:15;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Incompleto;Marinheiro;Entre 2 e 5 anos;1;1;1;0;;0;;1;2;20%;20%;Comprar minha casa, Comprar carro/moto, Para certas emergências, Outros fins;Raramente e não analiso os grupos;Conheço mas não utilizo;0;Comprar carro/moto;Não tenho dívidas pessoais;0%;Sim;4 ou mais;Em casa com a família, Em conversa com amigos, Em aulas na universidade, Em revistas, livros, TV e rádio, Da minha experiência prática, Em palestras ministradas na Marinha;Satisfatório
11/4/2018 23:53:53;Masculino;De 21 a 25 anos;Casado (a)/União Estável;0;Ensino Superior Incompleto;Marinheiro;Entre 2 e 5 anos;1;1;1;0;;0;;3;1;0%;0%;;Diariamente  e analiso para planejar-me;Não;4 ou mais;Pagar uma dívida;Abaixo de 24 meses com dificuldade em liquidar;30%;Sim;2;Em casa com a família;Moderada
11/4/2018 23:55:35;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;4 ou mais;2;0;;0;;1;1;0%;0%;;Não registro;Não;4 ou mais;Comprar carro/moto;Acima de 24 meses com prestação em dia.;10%;Não;1;Da minha experiência prática;Moderada
11/4/2018 23:56:34;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;2;1;1;10%;1;;1;1;0%;0%;;Raramente e não analiso os grupos;Não;4 ou mais;Nunca;Abaixo de 24 meses com dificuldade em liquidar;Mais de 30%;Não;1;Em palestras ministradas na Marinha;Inseguro
11/4/2018 23:57:49;Masculino;De 21 a 25 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Marinheiro;Entre 5 e 8 anos;1;2;1;0;;0;;2;3;0%;0%;;Raramente e não analiso os grupos;Não;4 ou mais;Outro;Acima de 24 meses com dificuldade em liquidar;Mais de 30%;Não;1;Da minha experiência prática;Inseguro
12/4/2018 0:00:01;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;3;2;1;2;5%;0;;1;1;0%;0%;;Raramente e não analiso os grupos;Não;0;Nunca;Não tenho dívidas pessoais;0%;Não;1;Em casa com a família;Moderada
12/4/2018 0:01:32;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;3;3;0;;0;;1;1;10%;0%;Comprar minha casa, Comprar carro/moto;Não registro;Não;4 ou mais;Outro;Acima de 24 meses com dificuldade em liquidar;Mais de 30%;Sim;0;Em casa com a família, Em conversa com amigos;Moderada
12/4/2018 0:03:28;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;2;0;0;;0;;0;1;0%;0%;Outros fins;Diariamente  e analiso para planejar-me;Utilizo e são muito úteis para a minha vida;1;Comprar carro/moto;Acima de 24 meses com prestação em dia.;Mais de 30%;Não;0;Em conversa com amigos;Inseguro
12/4/2018 0:06:09;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Incompleto;Marinheiro;Entre 2 e 5 anos;1;2;2;0;;0;;0;3;0%;0%;;Diariamente  e analiso para planejar-me;Conheço mas não utilizo;4 ou mais;Outro;Não tenho dívidas pessoais;0%;Sim;0;Em casa com a família;Moderada
12/4/2018 0:07:16;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Incompleto;Marinheiro;Entre 2 e 5 anos;1;4 ou mais;1;0;;0;;2;1;0%;0%;;Raramente e não analiso os grupos;Não;0;Comprar carro/moto;Acima de 24 meses com prestação em dia.;Mais de 30%;Não;1;Em casa com a família;Moderada
12/4/2018 0:09:22;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Incompleto;Marinheiro;Entre 2 e 5 anos;1;2;2;0;;0;;0;3;10%;Mais de 30%;Comprar minha casa, Para certas emergências, Para realizar viagens, Outros fins;Raramente e não analiso os grupos;Sim. Já utilizei por algum tempo;4 ou mais;Comprar carro/moto;Abaixo de 24 meses com prestação em dia;30%;Sim;2;Em casa com a família, Da minha experiência prática;Satisfatório
12/4/2018 0:10:48;Masculino;De 21 a 25 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;2;0;0;;0;;0;2;0%;0%;;Diariamente  e analiso para planejar-me;Sim. Já utilizei por algum tempo;4 ou mais;Comprar carro/moto;Abaixo de 24 meses com prestação em dia;Mais de 30%;Não;1;Da minha experiência prática;Moderada
12/4/2018 0:11:50;Masculino;De 21 a 25 anos;Solteiro (a);1;Ensino Superior Incompleto;Marinheiro;Entre 2 e 5 anos;1;2;0;0;;1;30%;1;2;0%;0%;Comprar minha casa;Diariamente  e analiso para planejar-me;Conheço mas não utilizo;4 ou mais;Outro;Acima de 24 meses com prestação em dia.;30%;Não;2;Em casa com a família;Inseguro
12/4/2018 0:13:46;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;9;0;0;0;;0;;1;2;0%;0%;;Raramente e não analiso os grupos;Conheço mas não utilizo;1;Outro;Abaixo de 24 meses com prestação em dia;10%;Sim;2;Na internet;Moderada
12/4/2018 0:14:45;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;2;2;0;;0;;1;2;30%;0%;Comprar minha casa, Para certas emergências, Para realizar viagens, Outros fins;Diariamente  e analiso para planejar-me;Utilizo e são muito úteis para a minha vida;0;Nunca;Não tenho dívidas pessoais;0%;Não;0;Em conversa com amigos, Em revistas, livros, TV e rádio, Na internet;Moderada
12/4/2018 0:17:55;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;4 ou mais;4 ou mais;0;;0;;1;2;0%;0%;;Diariamente  e analiso para planejar-me;Sim. Já utilizei por algum tempo;4 ou mais;Nunca;Não tenho dívidas pessoais;30%;Sim;4 ou mais;Em casa com a família;Inseguro
12/4/2018 0:18:57;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Incompleto;Marinheiro;Entre 2 e 5 anos;1;3;1;0;;1;5%;0;1;10%;0%;Comprar minha casa, Para certas emergências, Outros fins;Diariamente  e analiso para planejar-me;Utilizo e são muito úteis para a minha vida;0;Outro;Acima de 24 meses com prestação em dia.;30%;Não;0;Em revistas, livros, TV e rádio, Na internet;Satisfatório
12/4/2018 0:19:55;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;3;2;0;;1;;1;2;10%;10%;Outros fins;Raramente e não analiso os grupos;Sim. Já utilizei por algum tempo;1;Construir/ comprar a casa própria;Acima de 24 meses com prestação em dia.;30%;Não;4 ou mais;Em casa com a família, Em revistas, livros, TV e rádio, Em palestras ministradas na Marinha;Moderada
12/4/2018 0:21:38;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;3;3;1;10%;0;;2;1;0%;0%;;Não registro;Conheço mas não utilizo;4 ou mais;Nunca;Não tenho dívidas pessoais;0%;Não;1;Da minha experiência prática;Inseguro
12/4/2018 0:22:36;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;3;4 ou mais;2;0;;0;;1;1;Mais de 30%;0%;Para certas emergências, Outros fins;Diariamente  e analiso para planejar-me;Utilizo e são muito úteis para a minha vida;4 ou mais;Nunca;Abaixo de 24 meses com prestação em dia;0%;Sim;1;Na internet;Satisfatório
12/4/2018 0:24:01;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;4;3;2;0;;1;10%;2;1;Mais de 30%;Mais de 30%;Comprar minha casa;Raramente e não analiso os grupos;Sim. Já utilizei por algum tempo;0;Nunca;Não tenho dívidas pessoais;0%;Sim;0;Em casa com a família;Satisfatório
12/4/2018 0:26:48;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;2;1;0;;0;;1;3;10%;Mais de 30%;Para certas emergências, Outros fins;Diariamente  e analiso para planejar-me;Não;0;Comprar carro/moto;Não tenho dívidas pessoais;0%;Sim;1;Em casa com a família, Em conversa com amigos, Na internet, Da minha experiência prática, Em palestras ministradas na Marinha;Satisfatório
12/4/2018 0:28:33;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;4 ou mais;1;0;;0;;1;1;Mais de 30%;10%;Comprar minha casa;Raramente e não analiso os grupos;Sim. Já utilizei por algum tempo;0;Nunca;Não tenho dívidas pessoais;0%;Não;0;Em conversa com amigos, Da minha experiência prática;Inseguro
12/4/2018 0:29:46;Masculino;De 21 a 25 anos;Casado (a)/União Estável;0;Ensino Superior Incompleto;Marinheiro;Entre 2 e 5 anos;1;1;1;0;;0;;0;1;0%;0%;;Raramente e não analiso os grupos;Sim. Já utilizei por algum tempo;1;Pagar uma dívida;Abaixo de 24 meses com dificuldade em liquidar;Mais de 30%;Sim;1;Da minha experiência prática;Moderada
12/4/2018 0:30:48;Masculino;De 21 a 25 anos;Casado (a)/União Estável;0;Ensino Superior Incompleto;Marinheiro;Entre 2 e 5 anos;1;1;1;0;;0;;0;2;0%;0%;;Diariamente  e analiso para planejar-me;Conheço mas não utilizo;4 ou mais;Construir/ comprar a casa própria;Acima de 24 meses com prestação em dia.;Mais de 30%;Sim;0;Em casa com a família;Moderada
12/4/2018 0:32:31;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;1;0;0;;4 ou mais;50%;2;2;0%;0%;;Diariamente  e analiso para planejar-me;Conheço mas não utilizo;4 ou mais;Comprar carro/moto;Acima de 24 meses com dificuldade em liquidar;Mais de 30%;Sim;2;Em casa com a família;Moderada
12/4/2018 0:35:48;Masculino;De 21 a 25 anos;Solteiro (a);1;Ensino Médio Completo;Marinheiro;Entre 5 e 8 anos;1;4 ou mais;1;0;;2;25%;1;1;0%;0%;Para certas emergências;Diariamente  e analiso para planejar-me;Conheço mas não utilizo;0;Outro;Acima de 24 meses com prestação em dia.;30%;Sim;3;Em casa com a família;Satisfatório
12/4/2018 0:37:30;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Completo;Marinheiro;Entre 2 e 5 anos;4;3;2;0;;1;20%;1;2;Mais de 30%;Mais de 30%;Outros fins;Diariamente  e analiso para planejar-me;Conheço mas não utilizo;4 ou mais;Nunca;Não tenho dívidas pessoais;0%;Não;0;Em casa com a família;Satisfatório
12/4/2018 0:38:23;Masculino;De 21 a 25 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Marinheiro;Entre 5 e 8 anos;1;3;2;0;;0;;4 ou mais;1;0%;0%;;Diariamente  e analiso para planejar-me;Utilizo e são muito úteis para a minha vida;4 ou mais;Outro;Abaixo de 24 meses com prestação em dia;0%;Não;2;Da minha experiência prática;Satisfatório
12/4/2018 0:40:11;Masculino;De 21 a 25 anos;Casado (a)/União Estável;0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;1;0;0;;0;;1;2;0%;0%;;Diariamente  e analiso para planejar-me;Conheço mas não utilizo;2;Nunca;Não tenho dívidas pessoais;30%;Sim;1;Da minha experiência prática;Moderada
12/4/2018 0:45:05;Masculino;Acima de 30 anos;Solteiro (a);0;Ensino Superior Incompleto;Cabo;Mais de 10 anos;4;1;1;1;;0;;4 ou mais;3;10%;10%;Para certas emergências;Diariamente  e analiso para planejar-me;Conheço mas não utilizo;0;Outro;Abaixo de 24 meses com prestação em dia;Mais de 30%;Não;2;Em aulas na universidade, Da minha experiência prática;Moderada
12/4/2018 0:51:05;Masculino;De 26 a 30 anos;Solteiro (a);0;Ensino Médio Completo;Cabo;Mais de 10 anos;1;1;1;0;;0;;1;2;0%;0%;;Não registro;Conheço mas não utilizo;0;Outro;Acima de 24 meses com prestação em dia.;20%;Não;0;Em conversa com amigos;Moderada
12/4/2018 0:52:41;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;3;0;0;;0;;1;3;10%;0%;Para certas emergências, Outros fins;Diariamente  e analiso para planejar-me;Sim. Já utilizei por algum tempo;1;Comprar carro/moto;Abaixo de 24 meses com prestação em dia;0%;Sim;2;Em casa com a família, Em conversa com amigos, Na internet, Da minha experiência prática, Em palestras ministradas na Marinha;Moderada
12/4/2018 0:53:49;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;2;2;2;2;30%;1;30%;2;4 ou mais;0%;0%;;Diariamente  e analiso para planejar-me;Não;1;Comprar carro/moto;Não tenho dívidas pessoais;0%;Sim;1;Em casa com a família;Satisfatório
12/4/2018 0:54:47;Masculino;De 21 a 25 anos;Solteiro (a);1;Ensino Superior Incompleto;Marinheiro;Entre 5 e 8 anos;1;2;0;0;;0;;1;2;0%;0%;;Não registro;Não;2;Comprar carro/moto, Pagar uma dívida;Não tenho dívidas pessoais;Mais de 30%;Não;0;Em casa com a família, Da minha experiência prática;Inseguro
12/4/2018 0:56:40;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;2;1;0;;0;;1;1;0%;0%;;Não registro;Não;4 ou mais;Nunca;Abaixo de 24 meses com dificuldade em liquidar;Mais de 30%;Sim;4 ou mais;Da minha experiência prática;Inseguro
12/4/2018 0:57:49;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;4 ou mais;1;3;30%;2;30%;3;1;20%;20%;Para certas emergências;Raramente e não analiso os grupos;Não;0;Pagar uma dívida;Acima de 24 meses com prestação em dia.;30%;Sim;4 ou mais;Na internet;Moderada
